item_id,title,release_date,runtime,genre,summary,type
76301,Ride the High Country,1962-06-20,94.0,Action/Adventure,"In the early years of the twentieth century, an aging ex-lawman, Steve Judd , is hired to guard a shipment of gold from a high country mining camp to the town of Hornitos, California. Six miners were recently murdered trying to transport their gold on the one trail leading down from the crest of the Sierra Nevada. In his prime, Judd was a tough and respected lawman, but now his threadbare clothes and spectacles serve as reminders that he is long past his prime. Judd enlists the help of his old friend and partner Gil Westrum  to guard the gold shipment. Gil, who makes his living passing himself off as a legendary sharpshooter named The Oregon Kid, enlists the help of his young sidekick, Heck Longtree . Judd, Gil, and Heck ride up into the mountains toward the Coarse Gold mining camp. Judd doesn't know that Gil and Heck are planning to steal the gold for themselves—preferably with Judd's help, but without it if necessary. Along the way they stop for the night at the farm of Joshua Knudsen  and his daughter Elsa . Knudsen is a domineering religious man who warns against those who ""traffic in gold"" and trades Bible verses with Judd at the dinner table. That night, Elsa and Heck meet in the moonlight, but Knudsen breaks up their rendezvous. Back at the house, he hits her for her behavior. Unable to tolerate her father's domination and cruelty, Elsa leaves her home the next morning. She later joins Judd, Gil, and Heck on their ride to Coarse Gold where she intends to marry her fiancé. When they reach the Coarse Gold mining camp, they soon discover that the girl's fiancé, Billy Hammond , is a drunken lout who intends to prostitute her to his four thuggish brothers. Judd and Heck rescue the girl from the marriage, and the next morning, Judd, Gil, Heck and Elsa start back towards town with the gold. Along the way, Judd talks to Gil about right and wrong and how that's ""something you just know."" After all the lost years working in disreputable places, he tells Gil that he's now grateful to have gained back some of his self-respect and intends on keeping it ""with the help of you and that boy back there."" When Gil asks if that's all he wants, Judd replies, ""All I want is to enter my House justified."" Realizing Judd will never go along with his plan to steal the gold, Gil plans to steal the gold without his help. During the night as Gil and Heck prepare to leave with the gold, Judd confronts them at gunpoint. Angered by his old friend's betrayal, he slaps him and challenges him to a draw, but Gil throws down his guns. Planning to put them on trial when they return to town, Judd is forced to change his plans when the Hammond brothers appear in hot pursuit of the girl. In the ensuing gunfight, two of the brothers are killed. During the night, Gil leaves camp and heads back to the site of the gunfight, taking one of the brothers' horse and guns. Meanwhile, Heck has shown himself to be trustworthy, and even though he will most likely go to prison, Elsa tells him she'll be there when he gets out. When they reach Elsa's farm, the Hammond brothers are waiting, having already killed her father. A gunfight breaks out and soon both Judd and Heck are wounded. Just then Gil comes riding in to help his old friend, and together they challenge the brothers to a face-to-face shootout in the open. When the dust settles, the three brothers are dead, but Judd is mortally wounded. He tells his old friend, ""I don't want them to see this. I want to go it alone."" When Gil pledges to take care of everything just like he would have, Judd says, ""Hell, I know that. I always did. You just forgot it for awhile, that's all."" Judd looks back toward the high country and then dies.",movie
32508075,Virgin Island,1958,84.0,Drama,A British woman marries an American writer in spite of her family's disapproval and goes to live with him on a tropical island.,movie
10977,Fearless,1993-10-15,122.0,Action/Adventure,"While taking a business trip, Max Klein  survives a crash of a flight headed from San Francisco to Houston. As the plane was descending, Max inexplicably became at peace when he accepted he was going to die. The revelation coaxed him to take it upon himself to comfort many of the fearful passengers, even moving to sit next to Byron Hummel , a young boy flying alone. The psychological trauma of the experience transforms his personality and he enters an altered state of consciousness, rethinking his life and becoming preoccupied with existential questions of life and death. Immediately after the crash, Max, one of the plane's few survivors, rents a car and drives from the crash site in Bakersfield to Los Angeles, stopping on the way to see his old high school sweetheart, Alison , whom he hadn't visited in 20 years. During their meal at a restaurant, Alison notices Max eating a strawberry and inquires about his allergy to them. Max grins and explains he's ""gotten past"" his allergic reaction and confidently finishes it with no problems. He's tracked down at a hotel room the next morning by F.B.I. agents who question his odd choice to not contact his wife and family or remain at the crash site with the other survivors. The airline sends a representative who compensates him with train tickets to go home to San Francisco. Max declines the tickets, stating adamantly that he wants to fly home and has no fear of air travel anymore. On the flight, he meets Dr. Bill Perlman , an airline-contracted psychiatrist who offers to counsel Max for post-traumatic stress disorder. Dr. Perlman accompanies Max back to his home where his wife Lauren  begins noticing his strange behavior. Max matter-of-factly informs Nan Gordon ([[Deirdre O'Connell , the wife of his friend and business partner, that her husband Jeff  died in the crash. The media dubs Max ""The Good Samaritan"" and tries to interview him as Byron comes to publicly thank him for the way he comforted the passengers during the crash, but Max avoids making a statement. Over time, Max becomes distant from Lauren and his son Jonah  because of his preoccupation with his near death experience. He comes to think of himself as invulnerable to death, causing Dr. Perlman to become concerned with Max's delusion. Perlman encourages Max to meet with another survivor, Carla Rodrigo  in the hopes that the two can help support one another. Carla, who lost her baby son in the crash, struggles with survivor's guilt, punishing herself for not holding onto him tightly enough when his seat belt on the plane malfunctioned. Max and Carla bond and develop an intimate friendship as he helps her to get past her depression and free herself from her guilt. Max, Lauren, and Nan meet with attorney Steven Brillstein , who encourages Max to exaggerate his testimony in order to increase Nan's compensation settlement offer from the airline. Max states his discomfort with lying but reluctantly agrees when he considers Nan's financial predicament as a widow. The unease of lying causes Max to have a panic attack and he runs out of the office to the roof of the building where he climbs onto the ledge. As Max stands on the ledge, looking down at the streets below, his panic attack subsides and he rejoices in his fearlessness. Lauren follows Max onto the roof and upon finding him, believes him to be suicidal. Eventually Max's increasingly dramatic attempts at pushing the boundaries between life and death succeed in jolting Carla from her uncertain state. However, after parting company with Carla, Max remains distant in his relationship with his wife and son. Brillstein arrives at the Klein home to celebrate the pending settlement offer, and brings a basket with an assortment of fruits. Max eats one of the strawberries but, unlike in the restaurant, this time experiences an allergic reaction and suffocates. As he lay choking, Max accepts the reality of his death when suddenly he's resuscitated by Lauren. He survives and  recovers his emotional connection to his family and to the world.",movie
18794321,Midnight Man,1994,97.0,Action Thrillers,"LAPD Detective John Kang  dreams of a quiet life with his wife and child, but after a blown surveillance operation, those dreams quickly turn bloody when he is targeted for assassination by a ruthless Cambodian warlord. Plagued by memories of a forgotten childhood and trapped in the middle of a brutal gang war, Kang must fight to save his family as the world's deadliest hitman closes in for the kill.",movie
26216172,Hard Boiled Mahoney,1947-05-10,63.0,Crime Fiction,"Sach  just lost his job as an assistant to a private detective, but he wasn't paid. Slip  goes with him down to the detective's office to demand payment, but finds the office empty. A woman enters the office and mistakes Slip for the detective and convinces him to take on a case to find her sister after offering a $50 retainer. The only clue they have is the spiritualist Dr. Carter . They track him down, only to see him being murdered. Slip is knocked unconscious and when he wakes a woman is there calling the police. Slip identifies her as the other woman's sister, but she denies it. After asking questions, Slip believes the woman is not the other one's sister and they assist each other in escaping the police and make plans to meet up later. Slip and Sach then go to see the fortune teller Armand  and find out that the two women aren't related, they both just want to get back incriminating letters that Armand has that he uses to blackmail them. Eventually the good and bad guys meet up at Louie's Sweet Shop and a fight takes place. As soon as it ends, Louie's waitress, Alice , arrives with the police and takes away Armand and his gang. The boys then all take turns hitting Slip on the head with their hats after they discover that he used the entire $50 trying to get the information to solve the mystery.",movie
27605812,No Holds Barred,1952-11-23,65.0,Comedy,"Sach's head becomes hard and he feels no pain. As a result, Slip enters him into a wrestling match hoping to win $1,000. However, Sach's strength has disappeared from his head. Luckily they discover that it has traveled to his finger, and he wins the match. Slip decides to enter Sach into more matches, but a rival manager wants to take control. Slip resists the offer and Sach goes onto become world champion, with his power traveling to various parts of his body, including his elbow and toes. The rival manager prevents another wrestler from fighting Sach in a charity match so that his wrestler can go against him. The boys are then kidnapped in the hopes that they will reveal where Sach's power has traveled to. The escape and Sach enters the ring, not knowing where his power is. Slip discovers that it in on Sach's derriere, and uses that knowledge to win the match. In the end, when Slip is about to give Sach a new nickname based upon where his power now lies, Sach says to him, ""You say it and we're out of pictures!""",movie
13525782,Final Exam,1981-06-05,90.0,Horror,"Late at night, two college students  are busy making out in a parked convertible. Ignoring the girl's frequent objections, her boyfriend pushes on. Outside, a shadowy madman jumps on top of the car, slicing his way through the fabric roof. Reaching inside, the lunatic grabs the young man and pulls him up and out onto the car's hood. Brandishing a blade, the killer stabs the poor man to death. Sleepy Lanier College is nearing the end of Final Exam week, a frenzied semester cap time of grades, goodbyes and pranks. As the students prepare for their tests as well as the coming vacation break, little do they suspect a psycho in a black van is stalking them one by one. Plain but amiable Courtney  is completing her exams and studying hard. Averse to hitting the books, her roommate Lisa  is busy packing and getting back to the city. Meanwhile, Gamma Delta fraternity pledge Gary  has pinned his girlfriend Janet ...and paid for it by being treed by his brothers, stripped to his briefs, awash in shaving cream and ice cubes shoved down his underwear. As night falls on Lanier, a freezing Gary hopes his beloved Janet will free him from his humiliation. Untied from the tree by an unknown figure, Gary breathes a sigh of relief...and is then stabbed to death on quadrangle lawn. Better late than never, a playful Janet comes to rescue her man, but discovers no Gary. Seeing a dark figure nearby, Janet mistakes the killer for Gary and runs to meet him. The murderer grabs the girl into the shadows. Energetic but dim witted Gamma brother Wildman  is on the prowl for pain pills his frat can sell on the open market, a search that's led him to the darkened campus gymnasium. Having scored the booty, Wildman heads home. But before he can leave, the hulking killer confronts the defenseless chap and corners him in the school weight room. There, Wildman meets his grisly end via 'strangulation by weights.' Soon enough, Mark  finds his buddy Wildman dead in the locker room, El Wildo's body stuffed inside a locker compartment. But the killer isn't far behind and chases Mark to the school's electrical building. Surprising Mark from inside an empty barrel, the slasher stabs the studen repeatedly. Radish  is Lanier's uncontested nerd, a book smart twerp fascinated by serial killers, mass murderers...and Courtney. This night, as he sets about on a thorough inventory of the campus gym equipment, he discovers Mark's bloodied body and immediately calls the police. But due to ongoing pranks from the Gamma house, the authorities are disbelieving and unamused. Deciding to warn his secret love about the menacing stalker, Radish runs back to Courtney's dorm and straight to the girl's room, where the killer is waiting for the hapless geek. Returning to her studies after a Pepsi break, Courtney is surprised to find Radish's head sticking through her splintered door...and even more shocked to discover it isn't a joke. Frightened, Courtney tries to rouse help from a now abandoned dorm...indeed, the campus is desolate. Except for Lisa. Waiting for her lover Charlie in the conservatory, Lisa plays the piano and then decides to strip down and wait for beau au natural. The killer enters the room and stabs lovely Lisa to death. Courtney has now made her way to the conservatory and hears music from the piano room. But opening the door reveals the killer; Courtney runs for her life straight to the cafeteria. There, she grabs a knife and tries to call the police. No luck. Using the automatic food chute, the killer locates Courtney in the kitchen. The poor girl briefly manages to lock the psycho in the kitchen storage room, but forgets to lock a second door. The chase then continues throughout the school. Outside in the quad, Courtney wanders frantically before finally seeking refuge in the campus tower. But the killer isn't far behind. Inside, the two climb story after story. Lanier's sports coach  has arrived for a hunting date with campus security guard Mitch . Courtney screams for help from the tower window. The coach arrives and  shoots the killer with an arrow. Brazenly, the psycho grabs the arrow and returns it to the coach's chest, flooring the would be samaritan. Now alone, Courtney and the killer must battle for survival.The killer returns to kill Courtney but she stabs him to death , she goes outsides and sits on the steps and begins to cry over the loss of her friends.",movie
35068740,Chinnavar,1992-04-24,135.0,Drama,"Muthu ([[Prabhu  and Veerasamy  are fishermen and they fish together in the same boat. Muthu lives with his mother . Veerasamy drinks lot of alcohol and he has a sister, Meena ([[Kasthuri  who is in love with Muthu. Muthu decides to marry his carefree friend Veerasamy to Ponni ([[Chithra . In a financial trouble, Veerasamy joins Kumar's boat, Kumar  is a rich fishermen union leader. Veerasamy realizes that Meena is in love with Muthu and he promises to Muthu his sister's hand. Meanwhile, Kumar asks Veerasamy to marry Meena, compelled by his wife, Veerasamy accepts. Hopeless, Meena ties to herself a Thaali, she says to Veerasamy that Muthu marries her and Muthu confirms to save her honor. Veerasamy gets angry but when Muthu says the truth, he apologizes to him. Kumar beats Muthu's mother and kidnaps Meena, he arranges a forced marriage between him and Meena. Muthu saves her and he marry her with his best friend blessing.",movie
2572733,"You're a Good Sport, Charlie Brown",1975,30.0,Short Film,"On a pleasant spring day, Snoopy is playing tennis while testing an automated ball server, which soon malfunctions and pelts the beagle repeatedly with tennis balls. Later, Sally and a reluctant Linus arrive at the local tennis court to play tennis, but when Linus notes that the courts are ""full with big kids"", Sally loses her temper and warns the big kids to get off the court ""or my boyfriend  will clobber you!"" After hearing that, Linus panics and runs away. Snoopy arrives, and plays against an unseen player. After executing rather unorthodox tactics, Snoopy gains the lead. However, as a result of a few mistakes, he blows his lead of 6-5,  A one-point sudden-death tie-breaker is held, but Snoopy misses a pass, losing the match. Snoopy responds by breaking his racket in two, a la John McEnroe. The winner of the match is revealed to be Woodstock. Peppermint Patty, who is making the rounds of the neighborhood, arrives and informs those who are present about the upcoming motocross race; she suggests that Snoopy should get a bike and enter. Meanwhile, Linus and Charlie Brown are tossing a football around, when Lucy comes and asks him to do a place kick. Peppermint Patty enters, and convinces Charlie Brown and Linus to enter. She states that the winner of the motocross will win two tickets to the Pro Bowl ; so Linus, volunteering as the pit crew, suggests to Charlie Brown that he could enter the race. Charlie Brown agrees, but only if he and Linus combine their money and buy a bike together. Shortly afterwards, Lucy tricks Charlie Brown into another football placekick, which as always, she pulls away. At the bike shop, they purchase a poor-quality bike with what they can afford. When Charlie Brown asks if it runs, Linus replies that ""even if the bike walks, we'll be money ahead"". The race commences, with Snoopy  and Charlie Brown promptly wiping out on the first turn. Charlie Brown loses his helmet in the accident. While rushing to the hospitals, the ambulances accidentally switch the two around, and Charlie Brown is abruptly taken to a vet kennel while Snoopy is admitted into the hospital. After snapping out of his daze, Charlie Brown escapes from the vets, pulls Snoopy from the hospital, and they make their way back to the motocross. Linus then outfits Charlie Brown with a hollowed-out pumpkin as a helmet, as per the rule that each competitor requires a helmet; with Sally reminding him not to even mention ""The Great Pumpkin"". Meanwhile, all the other competitors, including Peppermint Patty, have accidents in the various mud traps; so now only Charlie Brown and Snoopy remain in the race. However, while Snoopy is showing off, his bike suddenly breaks down and he is forced to find a replacement . He returns to the race, and having gained a massive lead, stops for a picnic . Charlie Brown, whose motorcycle compensates for its lack of speed for considerable power to overcome any difficult terrain  with a reasonably consistent speed, eventually catches up and overtakes Snoopy, due to Snoopy's ""bike"" getting stuck in the mud pit like all the others. Unfortunately, the kids in charge of the motocross could not afford the grand prize of Pro Bowl tickets, so Charlie Brown is instead given a gift certificate for five free haircuts; much to his dismay . At the end of the day, Linus consoles Charlie Brown by telling him that the fact that he won against overwhelming odds is more important than receiving a prize. The next day, a confident Charlie Brown is ready to pitch another baseball game, saying to the team that in spite of his ""980 straight defeats"", has come to understand what the winning is, and is certain that he will win this game. Instead, a line drive plows past him, causing his clothes to go flying, setting the stage for defeat number 981.",movie
33534917,Beastie Boys,2008-04-30,123.0,Drama,"Against the backdrop of metropolitan Seoul's fast-changing nightlife, rich but lonely ladies  flock to an upscale host bar or ""room salon""  and pay for the services of strapping, young male hosts. These charming ""eye candies,"" impeccably dressed and styled at a beauty salon, are available in all types ― funny, good-looking, talented singers or dancers. They pour drinks and entertain with witty lines, croon love songs and even put on little magic shows. This is the male version of ""10 peuro"" or 10 percent, an actual super luxurious room salon with hostesses who are literally in the ""top percentile"" of the beauty hierarchy. Seung-woo is the bar's ""ace"" or most popular host. But having grown up in a wealthy and now bankrupt family, he claims to be different from the others and thinks of the job as just a passing phase leading to something greater in life. Then he meets Ji-won, a client, and the seducer becomes the seduced. But the couple is plagued by mistrust of each other, a result of the trade they both ply. Jae-hyun manages the younger hosts at the bar. He is a veteran parasite who has women opening up their wallets with just a few words. Although Jae-hyun lives with his longtime girlfriend, he shamelessly seduces other women and even brings them home. But maintaining a stylish lifestyle lands him in debt, and he must, as in host parlance, ""go into construction"" or schematically lure women for cash. As these two young men rake in money at the club amidst excessive partying in all its capitalistic glory, their personal lives become ruined by the day.",movie
787273,True Colors,1991-03-15,111.0,Drama,"{{plot}} The movie opens with Peter Burton  and his best friend Tim Garrity  nervously awaiting the results of Peter's congressional election. The two men met seven years earlier after getting into a fistfight over a fender bender in the parking lot at law school. After discovering that they are to be roommates, the men become close friends. Tim, who comes from an affluent family, plans a career with the Department of Justice, a fact that doesn't sit well with his girlfriend, Diana , the daughter of Senator Stiles . The couple end their relationship before Tim has a chance to propose. Peter, who is embarrassed by his lower-class roots, plans a career in politics, eventually manipulating his way into a job on a congressman's campaign staff. The friendship between the two men is severely tested when Peter confesses to Tim during a ski vacation that he and Diana have been carrying on an affair behind Tim's back. He adds that he plans to ask Diana to marry him. Tim, angry at the betrayal, speeds off down a hazardous ski trail. The less experienced Peter follows him down. There's a steep cliff at the end. Peter doesn't hear Tim's belated warnings in time, hurdles down to the bottom breaking his leg and cracking two ribs. Tim forgives Peter and even agrees to be the best man at Peter and Diana's wedding. Shortly after marrying Diana, Peter falls under the influence of John Palmieri , who has ties to organized crime and political corruption. He bribes Peter into going along with an influence peddling scheme. Meanwhile, things have begun to spiral out of control in Peter's extended family. Earlier in the film, Stiles is diagnosed with early onset Alzheimer's disease, something that will end his political career. Peter seizes the opportunity to manipulate his father-in-law into supporting his run for Congress. When the older man refuses, Peter threatens to leak news of the illness to the press. The senator reluctantly acquiesces, but promises Peter that he will eventually get caught. Tim, who by this time has risen through the ranks of the Department of Justice, launches an investigation into political corruption that will eventually lead back to Palmieri. When Palmieri discovers Peter's ties to Tim, he bullies Peter into setting Tim up by putting him in touch with a bogus tipster. Tim runs with the false information, creating a public embarrassment for the DOJ and compromising the investigation. Tim is suspended, and Peter hires him to work for him on his upcoming campaign. Stiles reveals the conversation that he had with Peter to Diana and she decides to divorce Peter. Shortly thereafter, Tim discovers Peter's role in getting him suspended from his job. Tim, still upset with Peter's attempt to blackmail Stiles, volunteers to help the DOJ work to bring Peter down. Tim works diligently to gather evidence of Peter's dealings with Palmieri. After compiling as much evidence as he possibly can, he convinces his superiors at the DOJ to set up surveillance in a hotel room. After Peter wins the election, Tim gets Peter into the hotel room upstairs and to own up to everything on camera. Peter becomes suspicious shortly thereafter; Tim reveals the presence of the surveillance camera. He also tells Peter that Palmieri is being arraigned at that very moment. Peter viciously attacks Tim. When the fighting subsides and the two calm down, Tim tells Peter he has brought his ruin upon himself. After Peter gives his victory speech, he is arrested and charged with political corruption. The movie ends a few months later when Peter drops by Tim's apartment to drop off a bottle of champagne. Peter reveals that he will not be sworn into office, and that he has been offered immunity in exchange for testimony against Palmieri. Tim then tells Peter that he will be forced to testify against him if he does not accept the plea deal. The two have a reconciliation of sorts and go their separate ways.",movie
