item_id,title,author,pub_date,genre,summary
8002397,The Doctor is Sick,Anthony Burgess,1960,Comic novel," The ""doctor"" of the title is Edwin Spindrift, Ph.D., an unhappily married professor of linguistics who has been sent home from Burma to England suffering from a mysterious brain ailment. While Edwin is confined to a neurological ward, undergoing a battery of diagnostic tests, Mrs. Spindrift amuses herself with some disreputable new friends at the surrounding pubs. Sometimes, to Edwin's distress, she sends these friends to keep her husband company during visiting hours, rather than come herself. Most of the novel is a dream sequence: while anesthetised for brain surgery, Edwin's anxiety over his wife and the company she keeps turns into a slightly surrealistic fantasy in which Edwin leaves the hospital and encounters his wife's friends, with whom he has various adventures."
33304926,Destined,Kristin Cast,2011-10-25,Fantasy," The book is told from no less than 11 points of view, respectively Zoey, Stevie Rae, Rephaim, Kalona, Stark, Aurox, Neferet, Shaunee, Lenobia, Dragon, and Erik. In the prologue, Zoey is seen with Stark. She notices Darkness on him and commands Spirit to send the Darkness away. Zoey is unsure about the death of her mother. Meanwhile, Aurox kills a human person. The white bull comes and tells Aurox and Neferet that he can create chaos. Neferet plans to use Aurox to kill and the white bull and rule the world as the Goddess of Vampyres. Zoey and her friends return to school where she blindsides Neferet by initiating a Skype meeting with Duantia, the leader of the High Council. She gives her version of the events in Awakened and puts Neferet in the uncomfortable position of having to accept Rephaim at the House of Night. Next, she asks for a second House of Night under the Tulsa depot, but although Stevie Rae is accepted as the High Priestess of all the red fledglings by the Council, Duantia doesn't give a full answer regarding the request. In the garden, Rephaim is visited by three of his Raven Mocker brothers, sent to him by Kalona to use his supposed misery and consequent bitterness to spy for him and even turn to Darkness. They are stunned to see him in his human form. Their meeting is interrupted by Aurox who kills one of them and proceeds to attack Rephaim. He is stopped by Stevie Rae, but not before she, Rephaim and Zoey see him half-shift into a bull. Neferet appears and diffuses the conflict, calling Aurox her gift from the Goddess. Erik hears the commotion, but he falls under the Tracker compulsion before he can actually intervene. He finds Shaylin, a blind girl, and she makes him stumble over the traditional lines, so that when he finally marks her and she reveals a red Mark he blames himself. Shaylin recovers her eyesight and gains her first gift, the very rare True Sight, which allows a person to 'see' others in colors. Confused, Erik decides to take her to Stevie Rae. At the school, Zoey receives a visit from her grandmother, who confirms Linda's death and leaves for a seven-day period of mourning. Zoey runs off to mourn and Aurox finds her. He offers her a Kleenex, just like Heath used to. At the bus, Erik presents them with the girl. Neferet appears and Shaylin pretends to faint, later telling them she had the general color of dead fish eyes. The next day at school, Rephaim feels the call of his father and calls Zoey to stand witness to the meeting. Kalona appears on the wall and offers them a truce against Neferet, which Zoey reluctantly accepts. As the discussion takes place during her first class, with Neferet, she skips it altogether. When she returns to the school building for her second period she finds out that the Council has sent Thanatos, a vampyre Priestess with an affinity for Death, to report on the situation at the House of Night, much to Neferet's displeasure. As Thanatos too can see the threads of Darkness, Zoey finds her sympathetic and eventually reveals her concerns about Neferet and her mother's death. Thanatos offers to perform a reveal ritual at the place of Linda's death on the fifth day of mourning. Back at the depot, Zoey and her friends sit down to discuss the events. Rephaim finds unexpected support in Shaunee, who empathizes with him because of her father, but this leads to a break between the Twins, as Erin doesn't understand why Shaunee feels so strongly about this. Two more prophecies, one from Kramisha and one from Aphrodite, warn of Rephaim's death at the reveal ritual, probably at the hand of Dragon, so Thanatos asks him to remain at the House of Night, which he doesn't obey. While wondering in the tunnels, Shaunee spots Kalona, waiting for his son. Shaunee gives him her iPhone so that he can contact him until she can get him another phone. Neferet finds out about the reveal ritual and sends Aurox to intervene. During the ritual, he charges out in his bull form but is stopped by Dragon, who sacrifices himself to save Rephaim. The ritual continues anyway; Zoey and her grandmother discover the real circumstances of Linda's murder. Dragon's death is what closes up the ritual, but Rephaim is seriously injured as well. Kalona arrives on the scene - having been called by Stevie Rae - and he expresses regret, asking Nyx not to kill Rephaim for his own mistakes. The request is granted, Rephaim regains consciousness. Thanatos then proceeds to Dragon and guides him to the Otherworld. A gateway is opened and everybody can see him happily reunited with Anastasia. Thanatos decides to become the new High Priestess of the Tulsa House of Night. Much to everybody's surprise, Kalona pledges himself as Thanatos's Warrior. As they leave the scene, Zoey and her friends see a vision of Nyx, who reminds them that the fight will continue."
25549400,The Shanghai Moon,S. J. Rozan,2009,Fiction," Another PI friend of Lydia's, Joel Pillarsky, hired her to help him find a number of antique gems, including potentially a brooch, the Shanghai Moon, which has become the stuff of legend. When Lydia finds this out, however, there has been a murder, she is fired from the case, and Bill Smith reappears, claiming to have heard of the gem while in the Navy."
1387588,Salamandastron,Brian Jacques,1992,Children's literature," The book follows the tale of the Badger Lord Urthstripe the Strong and his battle against Ferahgo the Assassin. Mara, Urthstripe's young adopted daughter, and her hare friend, Pikkle, decide to leave the great mountain stronghold, Mara having become tired of the way Urthstripe treats her. Meanwhile, two stoats, Dingeye and Thura, have recently deserted Ferahgo's army. They manage to find their way to Redwall Abbey and are taken in by the kind beasts that reside there. While tensions mount as to their presence, the ruling beasts of the Abbey decide they may stay: the two stoats, while rude, have done no harm. Mara and Pikkle, meanwhile, have escaped Ferahgos' horde and have taken refuge in a cave. Unfortunately, the cave is inhabited by a sand lizard called Swinkee. A fight ensued, and Mara accidentally pulls off Swinkees' tail. After the fight, Mara and Pikkle ask Swinkee if he can take them to Salamandastron. To get Swinkee to do it, they promise him a large bag of live swampflies and marshworms. Swinkee double-crosses them, however, and leads them straight to a tribe of cannibal toads. They are presented to the chieftain, a large, repulsive, fat toad called King Glagweb. He throws them into a pit where 36 young shrews are kept captive as well, one of these is Nordo, son of Log-a-Log of the Guossom. The shrews explain what the toads are going to do to them and their escape plan. Later, when they are nearing a feast day, a black acorn drops into the pit, signalling the captives to throw whatever they have at the toads. After a few minutes of hard fighting, Log-a-Logs shrews come and free the captives while fighting and killing the toads. Mara attacks Glagweb, only to be stopped by Log-a-Log, who throws Glagweb into the prison pit, along with a large, healthy, young pike. Later, Log-a-Log asks a boon of Pikkle and Mara, asking them help in retrieving the Blackstone, the symbol of leadership among the Guossom (Guerilla Union Of South Stream Shrews of Mossflower). He explains he had been ruling only through sheer strength, and that a badger ghost had taken the stone. The trip to the island was treacherous because of the appearance of the deepcoiler, a large monster residing in the lake that terrorizes the Guossom, along with a conspiracy against Log-a-log launched by a shrew named Tubgutt. When Mara and Pikkle and the Guossom reach the island, they delve into the islands forest, meeting the 'ghost' badger, who is really a living badger named Urthwyte, the long-lost brother of Mara's father, Urthstripe, and Urthstripes' mother and Maras' grandmother, Loambudd. Meanwhile, a young squirrel named Samkim and his good mole friend Arula are wreaking havoc, as will happen with youngbeasts. They start playing with bows and arrows and frighten one of the Redwall abbey dwellers. One night, a lightning bolt strikes the weathervane of Redwall, and the sword of Martin the Warrior falls from its resting place high above the Abbey grounds and falls at the feet of Samkim, who is dumbfounded by his discovery. Dingeye and Thura's stay is cut short when they are forced to flee the Abbey after accidentally killing one of the Redwallers (Brother Hal) with the same bows and arrows that Samkim and Arula had used. Dingeye and Thura head towards the countryside, with Martin's stolen sword in hand. Samkim and Arula pursue the two beasts, intent on not only rescuing the legendary sword of their Abbey Champion, but exacting vengeance upon the murdering vermin. Thura falls dead from Dryditch fever, and is left behind by Dingeye. His body is discovered by Samkin, Furgle the Hermit, and Arula. Furgle recognizes the disease symptoms and goes to warn Redwall. Dingeye, however, is caught by a group of six vermin from Ferahgos' horde, and is beheaded with the Sword of Martin the Warrior. The vermin leader is Dethbrush, and he in turn takes the Sword from Dingeye's headless carcass. Back at Redwall, a terrible disease has begun ravaging the Abbey. A local woodvole hermit by the name of Furgle determines that it is Dryditch Fever. Mrs. Faith Spinney mentioned that there is an old wives' tale saying that the Flowers of Icetor from the Mountains of the North boiled in springwater can cure Dryditch Fever, so the brave otter Thrugg sets off to find them. With the dormouse babe Dumble along for the ride and an injured falcon whom they meet on the road named Rocangus, the trio eventually makes it to the pines where a group of crows terorize any passerby. After being rescued by Laird McTalon and a group of falcons, Thrugg succeeds in securing the flowers from the ruler of the mountain: the mighty Golden Eagle, Wild King MacPhearsome. Mara and Samkin's paths eventually cross when Samkin catches up with Dethbrush in a storm and punches him overboard. He is in turn eaten by the Deepcoiler. Samkin grabs the Sword of Martin the Warrior from the body of Dethbrush before the Deepcoiler can dive. Then, after the Deepcoiler dove, it rose again, attacking Spriggat. Then, when the serpent has Spriggat in its jaws, Samkin stabs the Deepcoiler in the roof of the mouth. The serpent then vanishes. Later, Mara and the Guosim find the body of Deepcoiler and retrieve the Sword from it. Along their way, they meet each other and Mara gives Samkin the Sword. Heading back to Salamandastron, the group arrives to see Salamandastron being sieged by Ferahgo the Assassin, and soon enough in time to find Urthstripe seized by the Bloodwrath, leaping from the towering mountain with Feragho in his grasp. After Urthstripe's death, Mara, Pikkle, Samkin, Arula, Urthwyte and Loambudd find the badger treaser that Ferhago was looking for and bury him there. Soon after Thrugg, Dumble and MacPhearsome returns with the haversack full of the flowers of Icetor, Samkim and Arula, along with Mara and Pikkle, return to Redwall Abbey. The Abbey is cured of the fever and soon, nameday comes upon the abbey. Mara becomes the Badger Mother of Redwall. Urthwyte remains behind as Lord of Salamandastron, along with the surviving members of the Long Patrol. The epilogue shows Klitch, son of Ferhago, still trapped within Salamandastron. After wandering some way, he gets thirsty and thinks that it is his 'Lucky Day' when he finds some barrels with some water in it. He has promptly forgotten the fact that the Poisoner, hired by Feragho, has poisoned everything he saw while on his last mission before his death. Klitch drinks the dregs, and is eventually beset by lances of pain and numbness. He wedges himself on a mountainside opening, and dies of the powerful poison."
7580125,John Henry Days,Colson Whitehead,2001-05-15,Historical fiction," Building the railways that made America, John Henry died with a hammer in his hand moments after competing against a steam drill in a battle of endurance. The story of his death made him a legend. Over a century later, J. Sutter, a freelance journalist and accomplished expense account abuser, is sent to West Virginia to cover the launch of a new postage stamp at the first 'John Henry Days' festival."
17413520,Adeline's Dream,Linda Aksomitis,2006,Young adult literature," The narrative follows the story of twelve-year-old Adeline Mueller as she moves with her mom and five-year-old brother to Canada from their German home to move in with her father to start a new life. Adeline has not seen her father since she was eight and she is expecting a great and wonderful life in Canada from the description in the letters she has received from her father. But Adeline's relationship with her father has been strained ever since he left her and the rest of the family to move to Saskatchewan. Her father worked in a bank in Germany and then, after being fired, decided to find a better life for the rest of the family in Saskatchewan. Finally Adeline's father had reported that he has started a splendid new life for the family. The book begins with Adeline, her mother, and her brother Konrad traveling by steamship and then by train from Germany to Saskatchewan. The family then arrives at Qu'Appelle. When Adeline arrives, the truth is revealed. Adeline's father now works on a farm bagging flour and doing the accounts which does not make enough money to provide a home. So the family lives in a soddle made of grass and earth. All her life Adeline had dreamed that one day she would be a singer but she feels that because her father has brought her into these horrible conditions, that her dream will be ruined making their relationship even more strained. Adeline soon learns that the richer townspeople do not take kindly to the immigrants that move to the area. But through all the prejudice, Adeline makes two friends, Kat and Henery, who are also immigrants. Kat helped Adeline fight off prejudiced bullies at their school. One day the farm where her father was employed is burned down and her father is forced to get a new job. Kat's family moves and Adeline is left to fight the bullies, especially a girl named Sarah: a girl who sings just like Adeline and takes her solo in the Christmas play. By the time of the play, Adeline has begun to get along with her father and Sarah allows Adeline to have the solo at the play and Adeline's dreams start to come true."
6850909,The Season of the Witch,James Leo Herlihy,1971,Novel," Gloria decides to run away from home with her gay friend John McFadden. Both of them have a reason to leave: Gloria wants to find her estranged father, and John wants to avoid joining the Army and being sent to Vietnam. They head from Michigan to New York City, where they meet a host of colorful characters. The novel explores the personal freedoms of the late 1960s, including casual drug use, draft evasion, and homosexuality, and goes beyond that to incest."
9611866,Troubles,James Gordon Farrell,1970,Fiction," The novel concerns the arrival of Englishman Major Brendan Archer, recently discharged from the British Army, at the Majestic Hotel on the Wexford coast in south-east Ireland in 1919. Archer is convinced he is engaged, though sure he had never actually proposed, to Angela Spencer, the daughter of Edward Spencer, the elderly owner of the Majestic Hotel. She has written to him since they met in 1916 while on leave from the trench warfare of the Western Front. The Spencers are an Anglo-Irish Protestant family, strongly Unionist in their attitudes towards Ireland's ties to the UK. Archer functions as a confused observer of the dysfunctional Spencer family, representing the Anglo-Irish, and the local Catholic population. As the novel progresses, social and economic relationships break down, mirrored by the gentle decay of the hotel."
5184863,The Quiet Gentleman,Georgette Heyer,1951,Mystery," Gervase Frant, 7th Earl of St Erth, returns to his family seat at Stanyon, having inherited from his father while abroad with the army against Napoleon. Also residing at Stanyon are his stepmother the Dowager Lady St Erth, Gervase's younger half-brother Martin, his cousin Theo and his stepmother's young friend, Drusilla, who is on a long-term visit. Lady St Erth and Martin rapidly make plain to Gervase, in ways verging on the highly anti-social, that they are rather disappointed to see him home. They had expected him to die, as the officer death rate was high, and had wanted him to die, as Martin would have inherited instead. Gervase had not spent much time at Stanyon as a child; his maternal grandmother had taken him in instead; Theo, his cousin and the steward, is therefore the only person at Stanyon with whom he has had much contact. The two are good friends. Out riding one day, Gervase happens upon an extremely beautiful young lady who has fallen off her horse, and discovers her to be Marianne, the daughter of another member of the local gentry, Sir Thomas. Sir Thomas is a Baronet who inherited unexpectedly from his older brother; he had been sent to India to seek his fortune and achieved success. Consequently he is called in the area the Nabob. Gervase being rather taken with Marianne finds that Lady St Erth is less impressed with his new acquaintance; while she is extremely fond of Marianne in her self-centred way, she had hopes of her making a match with Martin. Having made Marianne's acquaintance, Gervase resolves that there should be a Ball, an idea which Martin throws himself into with enthusiasm, although it is to Theo and Drusilla who must organize it. Martin's sister arrives with her husband and two children, to attend Gervase's first big function at Stanyon; so too does ""Lucy"" (short for Lucian), an old Army friend of Gervase's who is the heir to a fairly rich peerage. The ball is a resounding success; particularly successful is the meeting between Lucian and Marianne. This upsets Martin, although Gervase receives it with more equanimity; his passion for Marianne was short-lived, despite her charm and beauty. After the Ball and as life settles back into a routine, however, some alarming things begin to happen. Gervase, who sleeps in the panelled and ancient master bedroom at Stanyon wakes thinking someone is in his room. Someone appears to have sabotaged a bridge he is about to cross which has been damaged by flooding, someone sets up a tripwire for his horse. The person who is behind all these incidents appears to be Martin, whose handkerchief is found after Gervase wakes up, and who also attempted to fight Gervase without a button on his fencing foil. Later someone shoots him. The injury proves not fatal, but dramatic, and Gervase is ill for some time. Meanwhile, Martin disappears, and people assume he fled to avoid the shooting. When he reappears, he does so with a fishy story about being attacked and tied up in a ditch. Everyone is sceptical about this story except for Gervase. As soon as he is fairly well recovered, Gervase rides out to see Theo, and he is hotly pursued by Martin. Before the police can arrive, Martin is able to tell Gervase that he believes Theo is behind the attempts on both their lives, and Gervase agrees with him. Theo finally admits it, and Gervase gives him control of a plantation in the West Indies rather than firing him and causing a scandal. All ends happily as the unromantic, practical Drusilla and Gervase are engaged."
231716,The BFG,Roald Dahl,1982,Children's literature," The story is about a little girl named Sophie, after the author's granddaughter Sophie Dahl. One night, when Sophie cannot fall asleep during the ""witching hour"", she sees a giant blowing something into the bedroom windows down the street. The giant notices her, reaches through the window, and carries her to his home in Giant Country. Once there, he reveals that he is the world's only benevolent giant, the Big Friendly Giant or BFG, who operating in the strictest secrecy, collects good dreams that he later distributes to children. By means of immense ears he can hear dreams and their contents (which manifest themselves in a misty Dream Country as floating, blob-like objects) and blow them via a trumpet-like blowpipe into the bedrooms of children. When he catches a nightmare, he destroys it, or uses it to start fights among the other giants, who periodically enter the human world to steal and eat ""human beans"", especially children. The BFG, because he refuses to do likewise, subsists on a foul-tasting vegetable known as a snozzcumber (inspired by English cucumbers), and on a drink called frobscottle, which is unusual in that the bubbles in the drink travel downwards and therefore cause the drinker to break wind instead of burp; this causes noisy flatulence known as Whizzpoppers. Sophie and the BFG become friends early on; later, she persuades him to approach the Queen of England with the aim of capturing the other giants to prevent them from eating any more people. To this end, the BFG creates a nightmare introducing knowledge of the man-eating giants to the Queen and leaves Sophie in the Queen's bedroom to confirm it true. Because the dream included the knowledge of Sophie's presence, the Queen believes her and speaks with the BFG. After considerable effort by the palace staff to create a table, chair, and cutlery of appropriate size for him to use, the BFG is given a lavish breakfast, and the Queen forms a plan to capture the other giants. She calls the King of Sweden and the Sultan of Baghdad to confirm the BFG's story - the giants having visited those locations on the previous two nights &ndash; then summons the Head of the Army and the Marshal of the Air Force. The said officers, though initially belligerent and skeptical, eventually agree to co-operate. Eventually, a huge fleet of helicopters follows the BFG to the giants' homeland. While the child-eating giants are asleep, the Army ties them up, hangs them under the helicopters, and (after a brief struggle with the largest and fiercest of the giants, known as the Fleshlumpeater), flies them to London, where a special pit has been constructed from which they will not be able to escape. With thousands watching closely, the BFG unties the giants, then feeds them snozzcumbers which they will eat for the rest of their lives as a punishment for eating human beings. Afterwards, a huge castle is built to serve as the BFG's new house, with a little cottage next door for Sophie. While they are living happily in England, the BFG writes a book of their adventures, which is stated to be the same book in which the afore-mentioned story is narrated (a literary device also apparent in James and the Giant Peach and The Wonderful Story of Henry Sugar)."
7970835,The Kouga Ninja Scrolls,Futaro Yamada,2006-12,Fantasy," This story is quite similar to Romeo and Juliet. The story centers around two rival ninja clans; the Iga and the Koga; whose no-hostilities treaty is lifted by retired shogun Tokugawa Ieyasu to settle a succession dispute within the government concerning which of Ieyasu's grandsons is destined to become the third Tokugawa Shogun. Due to years of selective breeding, the members of Koga and Iga have all developed inhuman abilities at the cost of several of them being born physically disfigured or otherwise abnormally mutated. At the center of the conflict is Koga and Iga's two young heirs; Gennosuke and Oboro respectively; who had fallen in love in the hopes of not only bringing their clans together in peace but also to mix the bloodlines of their families so as to undo the genetic damage endured by both. The novel traces the course of the conflict as both clans endure heavy losses and ultimately bringing Gennosuke and Oboro to face each other on the field of battle."
207945,Critique of Dialectical Reason,Jean-Paul Sartre,1960,Philosophy," Critique of Dialectical Reason is the product of a later stage in Sartre's thinking, during which he no longer identified Marxism with the Soviet Union or French Communism but came closer to identifying as a Marxist. It puts forward a revision of Existentialism, and an interpretation of Marxism as a contemporary philosophy par excellence, one that can be criticized only from a reactionary pre-Marxist standpoint. Sartre argues that while the free fusion of many human projects may possibly constitute a Communist society, there is no guarantee of this. Conscious human acts are not projections of freedom that produce human 'temporality', but movements toward 'totalization', their sense being co-determined by existing social conditions. People are thus neither absolutely free to determine the meaning of their acts nor slaves to the circumstances in which they find themselve. Social life does not consist only of individual acts rooted in freedom, since it is also a sedimentation of history by which we are limited and a fight with nature, which imposes further obstacles and causes social relationships to be dominated by scarcity. Every satisfaction of a need can cause antagonism and make it more difficult for people to accept each other as human beings. Scarcity deprives people of the ability to make particular choices and diminishes their humanity. Communism will restore the freedom of the individual and his ability to recognize the freedom of others."
2296100,The Matchlock Gun,Walter D. Edmonds,1941,Children's literature," The book is set in the year 1756 during the French and Indian War in Guilderland, New York. Ten-year-old Edward Van Alstyne (throughout the book, he is called ""Ateoord"", which is his name in Dutch) and his mother Gertrude are determined to protect their home and family with an ancient (and much too heavy) Spanish matchlock gun that Edward's great-grandfather had brought from Bergom Op Zoom in Holland while his father Teunis is away from home with the local militia fighting the enemy (using, to Edward's disappointment, a musket instead of the matchlock). Gertrude, Edward, and his younger sister Trudy go about their everyday chores, but news arrives that the French-Indian forces have been attacking and burning nearby settlements and that Teunis and his militia company have been sent to intercept them. Later that day, while she and the children are out herding the cows, Gertrude spots a column of smoke in the distance and realizes that raiders are getting closer. Rather than take herself and the children over to her mother-in-law's brick house as Teunis had previously suggested, since raiders would be more likely to attack it rather than their house, she devises a plan for a possible Indian attack. Returning home, she loads the matchlock gun, fixes it in position to fire and instructs Edward how and when to fire it. She then goes outside to keep a watch for any approaching raiders. At the book's climax, Gertrude sees flames in the distance and realizes that her mother-in-law's house has indeed been attacked. Moments later, she spots five Indians approaching in the darkness, bent on burning the house. Barely able to outrun them, she reaches the front porch and manages to shout a pre-arranged warning to Edward, but is wounded in the shoulder by a thrown tomahawk, and the boy fires the gun through the front window, killing three raiders and driving off the remaining two (one of them, apparently wounded, is later killed by the returning militia). As their house burns, Edward and Trudy manage to drag their unconscious mother to safety. Edward goes back into the burning house to save the Spanish gun, and later he, Trudy and their mother are found by their father and the other militiamen. The book's forward states that this is a true story handed down from Trudy's descendants (Trudy became widely known as an expert spinner, having been taught by her mother who, because of her crippled shoulder, could no longer perform the task)."
29834,The Time Machine,H. G. Wells,1895,Science Fiction," The book's protagonist is an English scientist and gentleman inventor living in Richmond, Surrey, identified by a narrator simply as the Time Traveller. The narrator recounts the Traveller's lecture to his weekly dinner guests that time is simply a fourth dimension, and his demonstration of a tabletop model machine for travelling through it. He reveals that he has built a machine capable of carrying a person, and returns at dinner the following week to recount a remarkable tale, becoming the new narrator. In the new narrative, the Time Traveller tests his device with a journey that takes him to 802,701 A.D., where he meets the Eloi, a society of small, elegant, childlike adults. They live in small communities within large and futuristic yet slowly deteriorating buildings, doing no work and having a frugivorous diet. His efforts to communicate with them are hampered by their lack of curiosity or discipline, and he speculates that they are a peaceful communist society, the result of humanity conquering nature with technology, and subsequently evolving to adapt to an environment in which strength and intellect are no longer advantageous to survival. Returning to the site where he arrived, the Time Traveller is shocked to find his time machine missing, and eventually works out that it has been dragged by some unknown party into a nearby structure with heavy doors, locked from the inside, which resembles a Sphinx. Later in the dark, he is approached menacingly by the Morlocks, ape-like troglodytes who live in darkness underground and surface only at night. Within their dwellings he discovers the machinery and industry that makes the above-ground paradise possible. He alters his theory, speculating that the human race has evolved into two species: the leisured classes have become the ineffectual Eloi, and the downtrodden working classes have become the brutish light-fearing Morlocks. Deducing that the Morlocks have taken his time machine, he explores the Morlock tunnels, learning that they feed on the Eloi. His revised analysis is that their relationship is not one of lords and servants but of livestock and ranchers. The Time Traveller theorizes that intelligence is the result of and response to danger; with no real challenges facing either species, they have both lost the spirit, intelligence, and physical fitness of Man at its peak. Meanwhile, he saves an Eloi named Weena from drowning as none of the other Eloi take any notice of her plight, and they develop an innocently affectionate relationship over the course of several days. He takes Weena with him on an expedition to a distant structure that turns out to be the remains of a museum, where he finds a fresh supply of matches and fashions a crude weapon against Morlocks, whom he fears he must fight to get back his machine. He plans to take Weena back to his own time. Because the long and tiring journey back to Weena's home is too much for them, they stop in the forest, and they are then overcome by Morlocks in the night, and Weena faints. The Traveller escapes only when a small fire he had left behind them to distract the Morlocks catches up to them as a forest fire; Weena is presumably lost in the fire, as are the Morlocks. The Morlocks use the time machine as bait to ensnare the Traveller, not understanding that he will use it to escape. He travels further ahead to roughly 30 million years from his own time. There he sees some of the last living things on a dying Earth, menacing reddish crab-like creatures slowly wandering the blood-red beaches chasing butterflies in a world covered in simple lichenous vegetation. He continues to make short jumps through time, seeing Earth's rotation gradually cease and the sun grow larger, redder, and dimmer, and the world falling silent and freezing as the last degenerate living things die out. Overwhelmed, he returns to his laboratory, arriving just three hours after he originally left. Interrupting dinner, he relates his adventures to his disbelieving visitors, producing as evidence two strange flowers Weena had put in his pocket. The original narrator takes over and relates that he returned to the Time Traveller's house the next day, finding him in final preparations for another journey. The Traveller promises to return in half an hour, but three years later, the narrator despairs of ever learning what became of him."
519933,Shikasta,Doris Lessing,1979,Science Fiction," Canopus, a benevolent galactic empire centred at Canopus in the constellation Argo Navis, colonise a young and promising planet they name Rohanda (the fruitful). They nurture its bourgeoning humanoids and accelerate their evolution. When the Natives are ready, Canopus impose a ""Lock"" on Rohanda that links it via ""astral currents"" to the harmony and strength of the Canopean Empire. In addition to Canopus, two other empires also establish a presence on the planet: their ally, Sirius from the star of the same name, and their mutual enemy, Puttiora. The Sirians confine their activities largely to genetic experiments on the southern continents during Rohanda's prehistory (described in Lessing's third book in the Canopus series, The Sirian Experiments), while the Shammat of Puttiora remain dormant, waiting for opportunities to strike. For many millennia the Natives of Rohanda prosper in a Canopean induced climate of peaceful coexistence and accelerated development. Then an unforeseen ""cosmic re-alignment"" puts Rohanda out of phase with Canopus which causes the Lock to break. Deprived of Canopus's resources and a steady stream of a substance called SOWF (substance-of-we-feeling), the Natives develop a ""Degenerative Disease"" that puts the goals of the individual ahead of those of the community. The Shammat exploit this disturbance and begin undermining Canopus's influence by infecting the Natives with their evil ways. As Rohanda degenerates into greed and conflict, the Canopeans reluctantly change its name to Shikasta (the stricken). Later in the book, Shikasta is identified as Earth, or an allegorical Earth. In an attempt to salvage Canopus's plans for Shikasta and correct the Natives' decline, Canopean emissaries are sent to the planet. Johor is one such emissary, who takes on the form of a Native and begins identifying those individuals who have not degenerated too far and are amenable to his corrective instructions. Johor then sends those he has successfully ""converted"" to spread the word among other Natives, and soon isolated communities begin to return to the pre-Shikastan days. But without the SOWF and Shammat's influence over the Natives, Canopus is fighting a losing battle and the planet declines further. By the Shikastan's 20th century, the planet has degenerated into war and self-destruction. Johor returns, but this time through Zone 6 Lessing elaborates on the Zones in the next book in the Canopus series, The Marriages Between Zones Three, Four and Five (1980).=""Stade/> Lessing elaborates on the Zones in the next book in the Canopus series, The Marriages Between Zones Three, Four and Five (1980)."" ""nb""=""""nb"""" Zones=""Zones""/> from which he is born on the planet (incarnated) as a Shikastan, George Sherban. As Sherban grows up he establishes contact with other Canopeans in disguise and then resumes his work trying to help the Shikastans. But famine and unemployment grow, and anarchy spreads. On the eve of World War III Sherban and other emissaries relocate a small number of promising Shikastans to remote locations to escape the coming nuclear holocaust. The war reduces Shikasta's population by 99% and sweeps the planet clean of the ""barbarians"". The Shammat, who set the Shikastans on a course of self-destruction, self-destruct themselves and withdraw from the planet. The Canopeans help the survivors rebuild their lives and re-align themselves with Canopus. With a strengthened Lock and the SOWF flowing freely again, harmony and prosperity returns to Shikasta."
